time,flux
120.53899268530222,0.9995546936988831
120.5594273060924,0.9995048642158508
120.57986182688182,0.9995815753936768
120.60029654760729,0.9996484518051147
120.62073116833926,0.9996986985206604
120.64116568907048,0.9997459650039673
120.66160030973697,0.9997915625572205
120.6820350304697,0.9997233748435974
120.70246955114271,0.9997823238372803
120.7229041718092,0.9998837113380432
120.74333889248373,0.9998941421508789
120.76377341309853,1.0000799894332886
120.78420803370682,1.0000908374786377
120.80464265432238,1.0000373125076294
120.82507727493794,0.9999822378158569
120.84551189548802,0.9998223781585693
120.86594651604537,0.999830961227417
120.88638123666169,0.9998235106468201
120.9068157571528,0.9997732043266296
120.92725037771015,0.9996782541275024
120.94768509820278,0.999692440032959
120.96811961870117,0.9994596242904663
120.98855423920031,0.9994127750396729
121.00898875964049,0.9994285106658936
121.02942348013312,0.9996230006217957
121.04985810057406,0.999888002872467
121.07029272095679,0.9999262094497681
121.09072734139045,0.9999202489852905
121.11116196177318,0.9998065829277039
121.13159658215591,0.9997268915176392
121.15203110247239,0.9998297691345215
121.17246582285588,0.9999277591705322
121.1929004431804,1.0001142024993896
121.21333496343868,1.0000486373901367
121.23376968376397,0.9998465180397034
121.25420430403028,0.9995585083961487
121.27463882428856,0.999426543712616
121.29507344455487,0.9997061491012573
121.31550816476374,0.9998989105224609
121.33594278502278,0.99981689453125
121.35637730517192,0.9997735619544983
121.37681202538079,0.9997037649154663
121.39724664552341,1.0000053644180298
121.41768116567255,1.0000208616256714
121.43811578576424,1.0000991821289062
121.45855050590762,0.9997913241386414
121.47898502599855,0.999480664730072
121.49941964609025,0.9996583461761475
121.51985426611645,0.9999594688415527
121.5402889861507,0.9999592900276184
121.56072360618418,1.0001424551010132
121.58115812615142,1.0004398822784424
121.60159284618567,1.0005698204040527
121.62202746610274,1.0005691051483154
121.64246198606997,1.0006524324417114
121.66289660598704,1.0007808208465576
121.68333132590487,1.000779151916504
121.7037658457557,1.0008691549301147
121.72420046567277,1.0005929470062256
121.74463518553239,1.0004668235778809
121.765069705325,1.0002228021621704
121.78550432512566,1.0001962184906006
121.80593894492631,1.0002809762954712
121.82637356471969,1.000189185142517
121.84680818446213,1.0000767707824707
121.86724280420458,1.0000145435333252
121.88767742388154,1.0000677108764648
121.90811204362399,1.0001165866851807
121.92854666330823,1.0000412464141846
121.94898118292622,1.00021231174469
121.96941590255301,1.000303030014038
121.98985052217904,1.0002615451812744
122.0102850417461,1.0001680850982666
122.03071976136562,0.9999876022338867
122.05115438087523,0.9997941255569458
122.07158900043578,0.9997930526733398
122.09202351994463,0.9999245405197144
122.1124582393968,1.0002548694610596
122.13289285889914,1.0000755786895752
122.15332737834979,0.9997653961181641
122.17376209774375,0.9997915029525757
122.19419671712967,0.9998548626899719
122.21463123652211,1.000087022781372
122.23506585591531,1.0002188682556152
122.25550057524379,1.0001550912857056
122.27593509451981,1.0000550746917725
122.2963697137966,1.0000386238098145
122.31680443312507,0.9998599290847778
122.33723895234289,0.9996190071105957
122.35767357156146,0.9997261762619019
122.37810819077276,0.9998548626899719
122.3985429099339,0.9999212622642517
122.4189774290935,0.9999180436134338
122.4394120482466,1.0000251531600952
122.45984676734952,1.000008463859558
122.48028128639271,1.0002187490463257
122.5007159054876,1.0003886222839355
122.52115042453079,1.0004395246505737
122.5415851435755,1.000380039215088
122.56201976255397,1.0001827478408813
122.58245438148151,0.9998262524604797
122.60288900046726,0.9996567964553833
122.62332361938752,0.9996046423912048
122.64375823825685,0.9998317956924438
122.66419275712542,1.000023603439331
122.68462747598824,0.9998576045036316
122.70506209479936,0.9998428821563721
122.72549661360972,0.9997994303703308
122.74593133235612,0.9996563792228699
122.76636595110904,0.9998250007629395
122.78680046986119,0.999768853187561
122.80723508854862,0.999789834022522
122.82766980724409,0.9998622536659241
122.84810442588059,0.9999403357505798
122.86853904450982,0.999829888343811
122.88897366308811,0.9996433854103088
